"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GEO","Georgia","2014","2014",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GEO","Georgia","2015","2015",56.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GEO","Georgia","2016","2016",33.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GEO","Georgia","2017","2017",47.4,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GUY","Guyana","2011","2011",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","KGZ","Kyrgyzstan","2011","2011",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","KGZ","Kyrgyzstan","2012","2012",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","KGZ","Kyrgyzstan","2013","2013",50,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","KGZ","Kyrgyzstan","2016","2016",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","KGZ","Kyrgyzstan","2017","2017",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LAO","Lao People's Democratic Republic","2011","2011",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LAO","Lao People's Democratic Republic","2014","2014",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LAO","Lao People's Democratic Republic","2015","2015",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LAO","Lao People's Democratic Republic","2016","2016",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LAO","Lao People's Democratic Republic","2017","2017",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LVA","Latvia","2011","2011",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LVA","Latvia","2012","2012",54.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LVA","Latvia","2013","2013",40,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LVA","Latvia","2014","2014",27.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LVA","Latvia","2015","2015",17.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LVA","Latvia","2016","2016",35,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LVA","Latvia","2017","2017",28.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LBN","Lebanon","2011","2011",78.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LTU","Lithuania","2011","2011",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LTU","Lithuania","2012","2012",33.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LTU","Lithuania","2013","2013",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LTU","Lithuania","2014","2014",73.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LTU","Lithuania","2015","2015",88.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LTU","Lithuania","2016","2016",84.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","LTU","Lithuania","2017","2017",90.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MKD","North Macedonia","2011","2011",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MKD","North Macedonia","2012","2012",100,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MKD","North Macedonia","2013","2013",66.7,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MKD","North Macedonia","2014","2014",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MKD","North Macedonia","2015","2015",80,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MKD","North Macedonia","2016","2016",72.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MKD","North Macedonia","2017","2017",87.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MYS","Malaysia","2016","2016",54.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MYS","Malaysia","2017","2017",94.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MLT","Malta","2011","2011",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MLT","Malta","2012","2012",75,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MLT","Malta","2013","2013",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MLT","Malta","2014","2014",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MLT","Malta","2015","2015",85.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MLT","Malta","2016","2016",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MLT","Malta","2017","2017",60,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MUS","Mauritius","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MUS","Mauritius","2014","2014",94.4,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MUS","Mauritius","2015","2015",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MUS","Mauritius","2016","2016",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MUS","Mauritius","2017","2017",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MDA","Republic of Moldova","2012","2012",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MDA","Republic of Moldova","2013","2013",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MDA","Republic of Moldova","2014","2014",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MDA","Republic of Moldova","2015","2015",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MDA","Republic of Moldova","2016","2016",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MDA","Republic of Moldova","2017","2017",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MNG","Mongolia","2011","2011",7.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MNG","Mongolia","2012","2012",7.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MNG","Mongolia","2013","2013",57.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MNG","Mongolia","2014","2014",7.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MNG","Mongolia","2015","2015",87.8,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MNG","Mongolia","2016","2016",93.2,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MNG","Mongolia","2017","2017",67.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAR","Morocco","2011","2011",95.8,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAR","Morocco","2012","2012",81.8,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAR","Morocco","2013","2013",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAR","Morocco","2014","2014",94.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAR","Morocco","2015","2015",88.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAR","Morocco","2016","2016",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAR","Morocco","2017","2017",83.8,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","NER","Niger","2011","2011",33.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","OMN","Oman","2016","2016",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","OMN","Oman","2017","2017",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","PAK","Pakistan","2016","2016",95,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","PAK","Pakistan","2017","2017",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ROU","Romania","2011","2011",64.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ROU","Romania","2012","2012",52.6,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ROU","Romania","2013","2013",70.3,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ROU","Romania","2014","2014",71.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ROU","Romania","2015","2015",65.4,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ROU","Romania","2016","2016",78.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ROU","Romania","2017","2017",60.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SVN","Slovenia","2011","2011",73.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SVN","Slovenia","2014","2014",83.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SVN","Slovenia","2015","2015",75,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SVN","Slovenia","2016","2016",60,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SVN","Slovenia","2017","2017",57.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ZAF","South Africa","2011","2011",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ZAF","South Africa","2012","2012",94.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ZAF","South Africa","2013","2013",96,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ZAF","South Africa","2014","2014",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","ZAF","South Africa","2015","2015",90.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","TJK","Tajikistan","2012","2012",11.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","TJK","Tajikistan","2013","2013",22.2,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","UKR","Ukraine","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","UKR","Ukraine","2012","2012",57.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","UKR","Ukraine","2013","2013",83.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","UKR","Ukraine","2014","2014",42.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","UKR","Ukraine","2015","2015",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","UKR","Ukraine","2016","2016",70,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","UKR","Ukraine","2017","2017",78.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAC","China, Macao Special Administrative Region","2011","2011",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAC","China, Macao Special Administrative Region","2012","2012",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAC","China, Macao Special Administrative Region","2013","2013",75,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAC","China, Macao Special Administrative Region","2014","2014",87.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAC","China, Macao Special Administrative Region","2015","2015",57.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAC","China, Macao Special Administrative Region","2016","2016",85.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","MAC","China, Macao Special Administrative Region","2017","2017",80,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SRB","Serbia","2011","2011",58.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SRB","Serbia","2012","2012",62.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SRB","Serbia","2013","2013",44.4,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SRB","Serbia","2014","2014",65.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SRB","Serbia","2015","2015",65.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SRB","Serbia","2016","2016",65.8,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","SRB","Serbia","2017","2017",55.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUS","Australia","2011","2011",9.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUS","Australia","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUS","Australia","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUS","Australia","2014","2014",2.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUS","Australia","2015","2015",3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUS","Australia","2016","2016",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUS","Australia","2017","2017",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUT","Austria","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUT","Austria","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUT","Austria","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUT","Austria","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUT","Austria","2015","2015",2.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUT","Austria","2016","2016",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","AUT","Austria","2017","2017",2.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","BEL","Belgium","2015","2015",,"‡; n","UIS Estimation; Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","BEL","Belgium","2016","2016",3.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","BEL","Belgium","2017","2017",1.1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CZE","Czechia","2011","2011",4.4,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CZE","Czechia","2012","2012",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CZE","Czechia","2013","2013",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CZE","Czechia","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CZE","Czechia","2015","2015",3.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CZE","Czechia","2016","2016",3.8,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CZE","Czechia","2017","2017",3.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FIN","Finland","2011","2011",4.8,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FIN","Finland","2012","2012",2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FIN","Finland","2013","2013",2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FIN","Finland","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FIN","Finland","2015","2015",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FIN","Finland","2016","2016",2.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FIN","Finland","2017","2017",2.4,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FRA","France","2011","2011",3.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FRA","France","2012","2012",4.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FRA","France","2013","2013",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FRA","France","2014","2014",3.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FRA","France","2015","2015",1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FRA","France","2016","2016",3.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","FRA","France","2017","2017",1.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","DEU","Germany","2011","2011",2.4,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","DEU","Germany","2012","2012",2.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","DEU","Germany","2013","2013",3.1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","DEU","Germany","2014","2014",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","DEU","Germany","2015","2015",1.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","DEU","Germany","2016","2016",1.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","DEU","Germany","2017","2017",3.4,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GRC","Greece","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GRC","Greece","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GRC","Greece","2014","2014",4.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GRC","Greece","2015","2015",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GRC","Greece","2016","2016",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GRC","Greece","2017","2017",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ISL","Iceland","2011","2011",7.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ISL","Iceland","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ISL","Iceland","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","IRL","Ireland","2011","2011",6.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","IRL","Ireland","2012","2012",5.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","IRL","Ireland","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","IRL","Ireland","2014","2014",3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","IRL","Ireland","2015","2015",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ITA","Italy","2012","2012",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ITA","Italy","2013","2013",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ITA","Italy","2014","2014",0.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ITA","Italy","2015","2015",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ITA","Italy","2016","2016",0.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ITA","Italy","2017","2017",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","LUX","Luxembourg","2011","2011",6.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","MEX","Mexico","2011","2011",8.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","MEX","Mexico","2012","2012",0.9,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","MEX","Mexico","2013","2013",0.8,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","MEX","Mexico","2014","2014",3.1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","MEX","Mexico","2015","2015",2.1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","MEX","Mexico","2016","2016",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","MEX","Mexico","2017","2017",1.1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NLD","Netherlands","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NLD","Netherlands","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NLD","Netherlands","2013","2013",2.9,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NLD","Netherlands","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NLD","Netherlands","2015","2015",2.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NLD","Netherlands","2016","2016",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NLD","Netherlands","2017","2017",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NZL","New Zealand","2011","2011",4,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NZL","New Zealand","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NZL","New Zealand","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NZL","New Zealand","2014","2014",3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NZL","New Zealand","2015","2015",3.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NZL","New Zealand","2016","2016",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NZL","New Zealand","2017","2017",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NOR","Norway","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NOR","Norway","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NOR","Norway","2015","2015",8.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NOR","Norway","2016","2016",10,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","NOR","Norway","2017","2017",10.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","POL","Poland","2011","2011",2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","POL","Poland","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","POL","Poland","2015","2015",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","POL","Poland","2016","2016",4,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","POL","Poland","2017","2017",1.9,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","PRT","Portugal","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","PRT","Portugal","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","PRT","Portugal","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","PRT","Portugal","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","PRT","Portugal","2015","2015",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","PRT","Portugal","2016","2016",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","PRT","Portugal","2017","2017",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SVK","Slovakia","2011","2011",8.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SVK","Slovakia","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SVK","Slovakia","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SVK","Slovakia","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SVK","Slovakia","2015","2015",11.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SVK","Slovakia","2016","2016",4.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SVK","Slovakia","2017","2017",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ESP","Spain","2011","2011",4.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ESP","Spain","2012","2012",3.8,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ESP","Spain","2013","2013",1.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ESP","Spain","2014","2014",3.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ESP","Spain","2015","2015",2.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ESP","Spain","2016","2016",1.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","ESP","Spain","2017","2017",1.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SWE","Sweden","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SWE","Sweden","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SWE","Sweden","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SWE","Sweden","2014","2014",3.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SWE","Sweden","2015","2015",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SWE","Sweden","2016","2016",5.6,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","SWE","Sweden","2017","2017",1.5,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CHE","Switzerland","2011","2011",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CHE","Switzerland","2012","2012",1.1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CHE","Switzerland","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CHE","Switzerland","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CHE","Switzerland","2015","2015",1,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CHE","Switzerland","2016","2016",1.8,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","CHE","Switzerland","2017","2017",0.8,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","TUR","Turkey","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","TUR","Turkey","2013","2013",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","TUR","Turkey","2016","2016",2.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","TUR","Turkey","2017","2017",2.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",1.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",1.2,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",0.3,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",0.7,,
"FPFPROD_NAANI","Percentage of feature films produced that are animated ","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",1.3,,
